error rate : 0.200000
./client: sending data to '127.0.0.1:2310' 
1, Nbytes: -1, ACK: 0
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
1, Nbytes: -1, ACK: 14
